Codebook vartype=0 if continuous; 1 if categorical and 2 if ordinal,,,,,,,yellow=vars that have no relationship with re-education (weights etc.)
,storage,display,value,,,,red=vars to do with current studying 
aicn,byte,%30.0g,ANUM,H29 How many more children do you intend to have,2,,
amrn,byte,%30.0g,AMRN,J1 How many times have you been legally married,0,,
amrpmth,byte,%30.0g,AMONTH,J2a Month married - present or most recent marriage,0,,
amrpyr,int,%30.0g,ANUM,J2a Year - present or most recent marriage,0,,
amr1yr,int,%30.0g,ANUM,J2a Year married - First marriage if married more than once,0,,
amr2yr,int,%30.0g,ANUM,J2a Year married - Second marriage if married more than twice,0,,
amr3yr,int,%30.0g,ANUM,J2a Year married - Third marriage if married more than 3 times,0,,
amr4yr,int,%30.0g,ANUM,J2a Year married - Fourth marriage if married more than 4 times,0,,
amrplv,byte,%35.0g,AMR1LV,J2b Live together before marriage - Present or most recent marriage,1,,
amr1lv,byte,%35.0g,AMR1LV,J2b Live together before marriage - First marriage if married more than once,1,,
amr2lv,byte,%35.0g,AMR1LV,J2b Live together before marriage - Second marriage if married more than twice,1,,
amr3lv,byte,%35.0g,AMR1LV,J2b Live together before marriage - Third marriage if married more than 3 times,1,,
amr4lv,byte,%35.0g,AMR1LV,J2b Live together before marriage - Fourth marriage if married more than 4 times,1,,
amrplvyr,byte,%30.0g,ANUM,J2c Years lived together - Present or most recent marriage,0,,
amr1lvyr,byte,%30.0g,ANUM,J2c Years lived together - First marriage if married more than once,0,,
amr2lvyr,byte,%30.0g,ANUM,J2c Years lived together - Second marriage if married more than twice,0,,
amr3lvyr,byte,%30.0g,ANUM,J2c Years lived together - Third marriage if married more than 3 times,0,,
amr4lvyr,byte,%30.0g,ANUM,J2c Years lived together - Fourth marriage if married more than 4 times,0,,
amrplvmt,byte,%30.0g,ANUM,J2c Months lived together - Present or most recent marriage,0,,
amr1lvmt,byte,%30.0g,ANUM,J2c Months lived together - First marriage if married more than once,0,,
amr2lvmt,byte,%30.0g,ANUM,J2c Months lived together - Second marriage if married more than twice,0,,
amr3lvmt,byte,%30.0g,ANUM,J2c Months lived together - Third marriage if married more than 3 times,0,,
amr4lvmt,byte,%30.0g,ANUM,J2c Months lived together - Fourth marriage if married more than 4 times,0,,
amrpend,byte,%30.0g,AMREND,J2d How did the marriage end - present or most recent marriage,1,,
amr1end,byte,%30.0g,AMREND,J2d How did the marriage end - First marriage if married more than once,1,,
amr2end,byte,%30.0g,AMREND,J2d How did the marriage end - Second marriage if married more than twice,1,,
amr3end,byte,%30.0g,AMREND,J2d How did the marriage end - Third marriage if married more than 3 times,1,,
amr4end,byte,%30.0g,AMREND,J2d How did the marriage end - Fourth marriage if married more than 4 times,1,,
amrpwidw,int,%30.0g,ANUM,J2e Year widowed - Present or most recent marriage,0,,
amr1widw,int,%30.0g,ANUM,J2e Year widowed - First marriage if married more than once,0,,
amr2widw,int,%30.0g,ANUM,J2e Year widowed - Second marriage if married more than twice,0,,
amr3widw,int,%30.0g,ANUM,J2e Year widowed - Third marriage if married more than 3 times,0,,
amr4widw,byte,%30.0g,ANUM,J2e Year widowed - Fourth marriage if married more than 4 times,0,,
amrpsep,int,%30.0g,ANUM,J2f Year separated - Present or most recent marriage,0,,
amr1sep,int,%30.0g,ANUM,J2f Year separated - First marriage if married more than once,0,,
amr2sep,int,%30.0g,ANUM,J2f Year separated - Second marriage if married more than twice,0,,
amr3sep,int,%30.0g,ANUM,J2f Year separated - Third marriage if married more than 3 times,0,,
amr4sep,int,%30.0g,ANUM,J2f Year separated - Fourth marriage if married more than 4 times,0,,
amrpdiv,int,%30.0g,ANUM,J2g Year divorced - Present or most recent marriage,0,,
amr1div,int,%30.0g,ANUM,J2g Year divorced - First marriage if married more than once,0,,
amr2div,int,%30.0g,ANUM,J2g Year divorced - Second marriage if married more than twice,0,,
amr3div,int,%30.0g,ANUM,J2g Year divorced - Third marriage if married more than 3 times,0,,
amr4div,int,%30.0g,ANUM,J2g Year divorced - Fourth marriage if married more than 4 times,0,,
amrpdecn,byte,%44.0g,AMRDECN,J2h Whose decision to separate - Present or most recent marriage,1,,
amr1decn,byte,%44.0g,AMRDECN,J2h Whose decision to separate - First marriage if married more than once,1,,
amr2decn,byte,%44.0g,AMRDECN,J2h Whose decision to separate - Second marriage if married more than twice,1,,
amr3decn,byte,%44.0g,AMRDECN,J2h Whose decision to separate - Third marriage if married more than 3 times,1,,
amr4decn,byte,%44.0g,AMRDECN,J2h Whose decision to separate - Fourth marriage if married more than 4 times,1,,
aorhave,byte,%90.0g,AORHAVE,J3 Currently defacto,1,,
aordfmth,byte,%30.0g,AMONTH,J4 Month began living with current partner,0,,
aordfyr,int,%30.0g,ANUM,J4 Year began living with current partner,0,,
aordfmar,byte,%30.0g,ALIKELY,J5 How likely to marry current partner,1,,
aordfpst,byte,%43.0g,AORDFPST,J6 Ever lived with someone for more than 3 months without marrying,1,,
aordfn,byte,%30.0g,ANUM,J7 Number of times lived in a defacto relationship,0,,
aordf1mt,byte,%30.0g,AMONTH,"J8 Month began living together, first defacto relationship excluding current",0,,
aordf1yr,int,%30.0g,ANUM,"J8 Year began living together, first defacto relationship excluding current",0,,
aordflyr,byte,%30.0g,ANUM,"J9 Years defacto, first defacto relationship excluding current",0,,
aordflmt,byte,%30.0g,ANUM,"J9 Months defacto, first defacto relationship excluding current",0,,
aherate,byte,%30.0g,AGH1F,"K1 In general, how would you rate your health (PQ)",1,,
ahelth,byte,%30.0g,AYESNO,K2 Long term health condition,1,,
ahelthwk,byte,%60.0g,AHELTHWK,K3 Does condition limit the type or amount of work you can do,1,,
ahelthdg,byte,%30.0g,AHELTHDG,K4 How much condition limits the amount of work you can do,1,,
ahelthyr,byte,%61.0g,AHELTHYR,K5 Did condition first develop in last 12 months,1,,
alosathl,byte,%38.0g,ALOSAT,K6 Satisfaction - The home in which you live,2,,
alosateo,byte,%38.0g,ALOSAT,K6 Satisfaction - Your employment opportunities,2,,
alosatfs,byte,%38.0g,ALOSAT,K6 Satisfaction - Your financial situation,2,,
alosatsf,byte,%38.0g,ALOSAT,K6 Satisfaction - How safe you feel,2,,
alosatlc,byte,%38.0g,ALOSAT,K6 Satisfaction - Feeling part of your local community,2,,
alosatyh,byte,%38.0g,ALOSAT,K6 Satisfaction - Your health,2,,
alosatnl,byte,%38.0g,ALOSAT,K6 Satisfaction - The neighbourhood in which you live,2,,
alosatft,byte,%38.0g,ALOSAT,K6 Satisfaction - The amount of free time you have,2,,
alosat,byte,%38.0g,ALOSAT,K7 Satisfaction - How satisfied are you with your life,2,,
aloimphl,byte,%30.0g,ALOIMPHL,K8 Importance - A The home in which you live,2,,
aloimpew,byte,%30.0g,ALOIMPHL,K8 Importance - B Your employment and work situation,2,,
aloimpfs,byte,%30.0g,ALOIMPHL,K8 Importance - C Your financial situation,2,,
aloimplc,byte,%30.0g,ALOIMPHL,K8 Importance - D Involvement in your local community,2,,
aloimpyh,byte,%30.0g,ALOIMPHL,K8 Importance - E Your health,2,,
aloimpyf,byte,%30.0g,ALOIMPHL,K8 Importance - F Your family,2,,
aloimpla,byte,%30.0g,ALOIMPHL,"K8 Importance - G Leisure activities, such as hobbies, sports and contact with f",2,,
aloimprl,byte,%30.0g,ALOIMPHL,K8 Importance - H Religion,2,,
aloachve,byte,%30.0g,ALOAGREE,K9 Extent agree/disagree - You can make what you want of yourself in Australia,2,,
alofutur,byte,%30.0g,ALOAGREE,K9 Extent agree/disagree - Australia offers a great future for our children,2,,
aloaust,byte,%30.0g,ALOAGREE,K9 Extent agree/disagree - I am glad to be living in Australia,2,,
amhmth,byte,%30.0g,AMONTH,K10 Month moved to current address,0,,
amhyr,int,%30.0g,ANUM,K10 Year moved to current address,0,,
amhl10yr,byte,%30.0g,AMHL10YR,K11 Moved to current address less than 10 years ago,1,,
amhn10yr,byte,%45.0g,AMHN10YR,K12 How many homes lived in during last 10 years,1,,
amhlyr,byte,%30.0g,AMHLYR,K13 Moved to current address less than 12 months ago,1,,
amhreanj,byte,%30.0g,ANOYES,K14 Main reasons for moving - To start a new job with a new employer,1,,
amhreawp,byte,%30.0g,ANOYES,K14 Main reasons for moving - To be nearer place of work,1,,
amhreast,byte,%30.0g,ANOYES,K14 Main reasons for moving - To be close to place of study,1,,
amhreawt,byte,%30.0g,ANOYES,K14 Main reasons for moving - Work transfer,1,,
amhreaob,byte,%30.0g,ANOYES,K14 Main reasons for moving - To start own business,1,,
amhrearb,byte,%30.0g,ANOYES,K14 Main reasons for moving - Decided to relocate own business,1,,
amhrealb,byte,%30.0g,ANOYES,K14 Main reasons for moving - To get a larger/better place,1,,
amhreasm,byte,%30.0g,ANOYES,K14 Main reasons for moving - To get a smaller/less expensive place,1,,
amhreapo,byte,%30.0g,ANOYES,K14 Main reasons for moving - To get a place of my own/our own,1,,
amhreamr,byte,%30.0g,ANOYES,K14 Main reasons for moving - To get married/moved in with partner,1,,
amhreabn,byte,%30.0g,ANOYES,K14 Main reasons for moving - To live in a better neighbourhood,1,,
amhreaff,byte,%30.0g,ANOYES,K14 Main reasons for moving - To be closer to friends and/or family,1,,
amhrealw,byte,%30.0g,ANOYES,K14 Main reasons for moving - To look for work,1,,
amhreamb,byte,%30.0g,ANOYES,K14 Main reasons for moving - Marital/relationship breakdown,1,,
amhreapn,byte,%30.0g,ANOYES,K14 Main reasons for moving - Property no longer available,1,,
amhreaev,byte,%30.0g,ANOYES,K14 Main reasons for moving - Evicted,1,,
amhreafm,byte,%30.0g,ANOYES,K14 Main reasons for moving - To follow a spouse or parent/Whole family moved,1,,
amhreama,byte,%30.0g,ANOYES,K14 Main reasons for moving - Moved to Australia (NFI),1,,
amhreaas,byte,%30.0g,ANOYES,K14 Main reasons for moving - To be closer to amenities/services/public transpor,1,,
amhreals,byte,%30.0g,ANOYES,K14 Main reasons for moving - Seeking change of lifestyle,1,,
amhreatr,byte,%30.0g,ANOYES,K14 Main reasons for moving - Temporary relocation,1,,
amhreagh,byte,%30.0g,ANOYES,K14 Main reasons for moving - Government housing (no choice),1,,
amhreahr,byte,%30.0g,ANOYES,K14 Main reasons for moving - Health reasons,1,,
amhrearo,byte,%30.0g,ANOYES,K14 Main reasons for moving - Travelling/returned from overseas,1,,
amhreapf,byte,%30.0g,ANOYES,K14 Main reasons for moving - Personal/family reasons (NFI),1,,
amhreawr,byte,%30.0g,ANOYES,K14 Main reasons for moving - Work reasons (NFI),1,,
amhreahn,byte,%30.0g,ANOYES,K14 Main reasons for moving - Housing/neighbourhood reason (NFI),1,,
amhreani,byte,%30.0g,ANOYES,K14 Main reasons for moving - NEI to classify,1,,
amhreana,byte,%30.0g,ANOYES,K14 Main reasons for moving - Not Answered,1,,
amhreaos,byte,%30.0g,ANOYES,K14 Main reasons for moving - Other,1,,
amhnyr,byte,%30.0g,AMHNYR,T4 How likely to move in next 12 months,1,,
ahhpqlen,int,%30.0g,ANUM,PQ Total Interview Length,0,,
aioadult,byte,%38.0g,AIOADULT,Z1a Any other adults present,1,,
aioinflu,byte,%30.0g,AIOINFLU,Z2 Influence respondent answers,2,,
aioundst,byte,%30.0g,AIOUNDST,Z3 Describe respondents understanding of questions,2,,
aiosusp,byte,%30.0g,AIOSUSP,Z4 Was respondent suspicious about study after completion,2,,
aiodocum,byte,%30.0g,AIODOCUM,Z5 Refer to documents,2,,
aiocoop,byte,%30.0g,AIOCOOP,Z6 Co-operation during interview,2,,
aiopeye,byte,%30.0g,AYESNO,Z7 Did respondent have problem which may have affected interview - a Poor eyesig,1,,
aiophear,byte,%30.0g,AYESNO,Z7 Did respondent have problem which may have affected interview - b Hearing pro,1,,
aiopread,byte,%30.0g,AYESNO,Z7 Did respondent have problem which may have affected interview - Reading diffi,1,,
aiopeng,byte,%30.0g,AYESNO,Z7 Did respondent have problem which may have affected interview - English was s,1,,
aioplang,byte,%30.0g,AYESNO,Z7 Did respondent have problem which may have affected interview - Other languag,1,,
aiohelp,byte,%30.0g,AYESNO,Z8a Assistance of 3rd party,1,,
aiorea,byte,%33.0g,AIOREA,Z8b Reason for need of assistance,1,,
afmfo62o,byte,%61.0g,AFMOC62D,DV: Father's occupation 2-digit ANZSCO 2006,1,,
afmmo62o,byte,%61.0g,AFMOC62D,DV: Mother's occupation 2-digit ANZSCO 2006,1,,
aujljo62,byte,%61.0g,AOCC62D,DV: D19 Occupation last job (not currently in paid work) 2-digit ANZSCO 2006,1,,
ajbmo62,byte,%61.0g,AOCC62D,DV: E13 Occupation 2-digit ANZSCO 2006,1,,
afmfo61,byte,%42.0g,AFMFO6B,DV: Father's occupation 1-digit ANZSCO 2006,2,,
afmmo61,byte,%42.0g,AFMFO6B,DV: Mother's occupation 1-digit ANZSCO 2006,2,,
aujljo61,byte,%42.0g,AOCC61D,DV: D19 Occupation last job (not currently in paid work) 1-digit ANZSCO 2006,2,,
ajbmo61,byte,%42.0g,AOCC61D,DV: E13 Occupation 1-digit ANZSCO 2006,2,,
aujljo6s,double,%30.0g,ANUM,"DV: AUSEI06 occupational status scale, last job, not currently in paid work",0,,
ajbmo6s,double,%30.0g,ANUM,"DV: AUSEI06 occupational status scale, current main job",0,,
ajbm682,byte,%65.0g,AISCO82S,"DV: ISCO-88 2-digit, Occupation current main job",1,,
aujlj682,byte,%65.0g,AISCO82S,"DV: ISCO-88 2-digit, Occupation last job, not currently in paid work",1,,
afmfo6os,double,%30.0g,ANUM,"DV: AUSEI06 occupational status scale, Father's occupation",0,,
afmmo6os,double,%30.0g,ANUM,"DV: AUSEI06 occupational status scale, Mother's occupation",0,,
afmf682o,byte,%65.0g,AFMF68C,"DV: ISCO-88 from ANZSCO 2006 2-digit, Father's occupation",1,,
afmm682o,byte,%65.0g,AFMF68C,"DV: ISCO-88 from ANZSCO 2006 2-digit, Mother's occupation",1,,
ajbmi62,byte,%100.0g,AIND62D,DV: E16 Current main job industry. 2-digit ANZSIC 2006,1,,
aujlji62,byte,%100.0g,AIND62D,"DV: D14 Industry, last job (not currently in paid work) 2-digit ANZSIC 2006",1,,
ajbmi61,byte,%52.0g,AIND61D,DV: E16 Current main job industry. ANZSIC 2006 division,1,,
aujlji61,byte,%52.0g,AIND61D,"DV: D14 Industry, last job (not currently in paid work) ANZSIC 2006 division",1,,
ajbmii2,byte,%122.0g,AJBMIIC,DV: ISIC 3.1 2-digit Industry current main job,1,,
aujljii2,byte,%122.0g,AJBMIIC,"DV: ISIC 3.1 2-digit Industry previous job, if not currently in paid work",1,,
ahhiage,byte,%30.0g,ANUM,DV: Age last birthday at date of interview,0,,
aanbcob,byte,%30.0g,AANBCOB,DV: Country of birth - brief,1,,
aesbrd,byte,%30.0g,AESBRD,DV: Current labour force status - broad,1,,
aesdtl,byte,%52.0g,AESDTL,DV: Current labour force status - detail,1,,
aujljocs,double,%30.0g,ANUM,"DV: ANU4 occupational status scale, last job, not currently in paid work",0,,
ajbmoccs,double,%30.0g,ANUM,"DV: ANU4 occupational status scale, current main job",0,,
afmfocos,double,%30.0g,ANUM,"DV: ANU4 occupational status scale, Father's occupation",0,,
afmmocos,double,%30.0g,ANUM,"DV: ANU4 occupational status scale, Mother's occupation",0,,
acapeft,double,%12.0g,ANUM,DV: Per cent time spent in FT education in last financial year,0,,
acapept,double,%12.0g,ANUM,DV: Per cent time spent in PT education in last financial year,0,,
acapj,double,%12.0g,ANUM,DV: Per cent time spent in jobs in last financial year,0,,
acapune,double,%12.0g,ANUM,DV: Per cent time spent unemployed in last financial year,0,,
acapnlf,double,%12.0g,ANUM,DV: Per cent time spent not in the labour force in last financial year,0,,
acafnj,byte,%30.0g,ANUM,DV: Number of jobs in last financial year,0,,
acantp,byte,%30.0g,ANUM,DV: Number of time periods answered in calendar,0,,
ajst,double,%12.0g,ANUM,"DV: Weeks unemployed, missing if no exact duration",0,,
artage,int,%37.0g,ARTAGE,DV: Age retired/intends to retire,0,,
atcn04,byte,%30.0g,ANUM,DV: Count of own non-resident children aged 0-4 (H3),0,,
atcn514,byte,%30.0g,ANUM,DV: Count of own non-resident children aged 5-14 (H3),0,,
atcn1524,byte,%30.0g,ANUM,DV: Count of own non-resident children aged 15-24 (H3),0,,
atcn25,byte,%30.0g,ANUM,DV: Count of own non-resident children aged 25+ (H3),0,,
atcr04,byte,%30.0g,ANUM,DV: Count of own resident children and resident step/foster/grand children witho,0,,
atcr514,byte,%30.0g,ANUM,DV: Count of own resident children and resident step/foster/grand children witho,0,,
atcr1524,byte,%30.0g,ANUM,DV: Count of own resident children and resident step/foster/grand children witho,0,,
atcr25,byte,%30.0g,ANUM,DV: Count of own resident children and resident step/foster/grand children witho,0,,
ancngt,int,%30.0g,ANUM,DV: Overnight stays of non-resident child (Days per annum),0,,
ancday,int,%30.0g,ANUM,DV: Day visits of non-resident child (Days per annum),0,,
arcngt,int,%30.0g,ANUM,DV: Resident childs overnight stays with other parent (Days per annum),0,,
arcday,int,%30.0g,ANUM,DV: Resident childs day visits with other parent (Days per annum),0,,
afmfoc2o,byte,%61.0g,AFMOCC2D,DV: Father's occupation 2-digit ASCO,1,,
afmmoc2o,byte,%61.0g,AFMOCC2D,DV: Mother's occupation 2-digit ASCO,1,,
aujljoc2,byte,%61.0g,AFMOCC2D,DV: D19 Occupation last job (not currently in paid work) 2-digit ASCO,1,,
ajbmocc2,byte,%61.0g,AFMOCC2D,DV: E13 Occupation 2-digit ASCO,1,,
aujljin2,byte,%67.0g,AIND2D,"DV: D14 Industry, last job (not currently in paid work) 2-digit ANZSIC",1,,
ajbmind2,byte,%67.0g,AIND2D,DV: E16 Current main job industry. 2-digit ANZSIC,1,,
afmfocc1,byte,%52.0g,AFMFOCCB,DV: Father's occupation 1-digit ASCO,2,,
afmmocc1,byte,%52.0g,AFMFOCCB,DV: Mother's occupation 1-digit ASCO,2,,
aujljoc1,byte,%52.0g,AFMFOCCB,DV: D19 Occupation last job (not currently in paid work) 1-digit ASCO,2,,
ajbmocc1,byte,%52.0g,AFMFOCCB,DV: E13 Occupation 1-digit ASCO,2,,
ajbmind1,byte,%42.0g,AJBMINDB,DV: E16 Current main job industry. ANZSIC division,1,,
aujljin1,byte,%42.0g,AJBMINDB,"DV: D14 Industry, last job (not currently in paid work) ANZSIC division",1,,
amrcurr,byte,%34.0g,AMRCURR,DV: Marital status from person questionnaire,1,,
aes,byte,%30.0g,AES,DV: Current employment status (ABS defined),1,,
aesempdt,byte,%52.0g,AESEMPDT,DV: Current employment status (detailed),1,,
ajbtprhr,int,%30.0g,ANUM,DV: Hours would like to work,0,,
aujljt,double,%12.0g,ANUM,DV: Tenure with last employer (years),0,,
ajbocct,double,%12.0g,ANUM,DV: Tenure in current occupation (years),0,,
ajbempt,double,%12.0g,ANUM,DV: Tenure with current employer (years),0,,
ancefsy,int,%30.0g,ANUM,DV: Child maintenance paid - annual - all children ($),0,,
arcefsy,long,%30.0g,ANUM,DV: Child maintenance received - annual - all children ($),0,,
amolt,double,%12.0g,ANUM,DV: Months since did activity required by Centrelink/Job Network Provider,0,,
aujljws,long,%30.0g,ANUM,DV: Pay in last job per annum ($),0,,
ajbmtuea,byte,%30.0g,AYESNO,DV: Union membership or employee association (dont know=no),1,,
ajbcasab,byte,%30.0g,AJBCASAB,"DV: Casual worker (ABS definition: no paid holiday leave, no paid sick leave)",1,,
ajbperm,byte,%37.0g,AJBPERM,DV: Permanently unable to work,1,,
ajbhrqf,byte,%39.0g,AJBHRQF,DV: Data Quality Flag: hours of work main job vs all jobs,2,,
ajbmhruc,int,%30.0g,ANUM,DV: Hours per week usually worked in main job,0,,
ajbhruc,int,%30.0g,ANUM,DV: Hours per week usually worked in all jobs,0,,
aehtse,double,%12.0g,ANUM,DV: Time since FT education - years,0,,
aehtjb,double,%12.0g,ANUM,DV: Time in paid work - years,0,,
aehtuj,double,%12.0g,ANUM,DV: Time unemployed and looking for work - years,0,,
aehto,double,%12.0g,ANUM,DV: Time not working and not looking for work - years,0,,
amrplvt,double,%12.0g,ANUM,DV: Years living together before present or most recent marriage,0,,
amr1lvt,double,%12.0g,ANUM,DV: Years living together before first marriage,0,,
amr2lvt,double,%12.0g,ANUM,DV: Years living together before second marriage,0,,
amr3lvt,double,%12.0g,ANUM,DV: Years living together before third marriage,0,,
amr4lvt,byte,%8.0g,ANUM,DV: Years living together before fourth marriage,0,,
aordflt,double,%12.0g,ANUM,"DV: J9 Years living together, first defacto excluding current",0,,
aorcdur,double,%12.0g,ANUM,DV: Current defacto duration - years,0,,
amrcdur,double,%12.0g,ANUM,DV: Current marriage duration - years,0,,
amrwdur,byte,%8.0g,ANUM,DV: Current widow duration - years,0,,
amrsdur,byte,%8.0g,ANUM,DV: Current separated or divorced from date of separation - years,0,,
ancyng,byte,%30.0g,ANUM,DV: Age youngest non-resident own child,0,,
arcyng,byte,%30.0g,ANUM,DV: Age youngest resident own child (excl. resident foster/step),0,,
atcyng,byte,%30.0g,ANUM,DV: Age youngest own child (excl. resident foster/step),0,,
aedfts,byte,%30.0g,AEDFTS,DV: Full-time student,1,,
ahsyrcad,double,%12.0g,ANUM,DV: Years at current address,0,,
atcr,byte,%30.0g,ANUM,DV: Number of own resident children,0,,
atcnr,byte,%30.0g,ANUM,DV: Number of own non-resident children,0,,
aedcly,int,%53.0g,ACOUNTRY,DV: Country of last school year,1,,
aordfnum,byte,%30.0g,ANUM,DV: Number of defacto relationships,0,,
ahhwtrp,double,%12.0g,ANUM,DV: Responding person population weight,0,0,
arwrp1,float,%9.0g,ANUM,DV: Replicate weight 1 - Responding person population weight,0,0,
arwrp2,float,%9.0g,ANUM,DV: Replicate weight 2 - Responding person population weight,0,0,
arwrp3,float,%9.0g,ANUM,DV: Replicate weight 3 - Responding person population weight,0,0,
arwrp4,float,%9.0g,ANUM,DV: Replicate weight 4 - Responding person population weight,0,0,
arwrp5,float,%9.0g,ANUM,DV: Replicate weight 5 - Responding person population weight,0,0,
arwrp6,float,%9.0g,ANUM,DV: Replicate weight 6 - Responding person population weight,0,0,
arwrp7,float,%9.0g,ANUM,DV: Replicate weight 7 - Responding person population weight,0,0,
arwrp8,float,%9.0g,ANUM,DV: Replicate weight 8 - Responding person population weight,0,0,
arwrp9,float,%9.0g,ANUM,DV: Replicate weight 9 - Responding person population weight,0,0,
arwrp10,float,%9.0g,ANUM,DV: Replicate weight 10 - Responding person population weight,0,0,
arwrp11,float,%9.0g,ANUM,DV: Replicate weight 11 - Responding person population weight,0,0,
arwrp12,float,%9.0g,ANUM,DV: Replicate weight 12 - Responding person population weight,0,0,
arwrp13,float,%9.0g,ANUM,DV: Replicate weight 13 - Responding person population weight,0,0,
arwrp14,float,%9.0g,ANUM,DV: Replicate weight 14 - Responding person population weight,0,0,
arwrp15,float,%9.0g,ANUM,DV: Replicate weight 15 - Responding person population weight,0,0,
arwrp16,float,%9.0g,ANUM,DV: Replicate weight 16 - Responding person population weight,0,0,
arwrp17,float,%9.0g,ANUM,DV: Replicate weight 17 - Responding person population weight,0,0,
arwrp18,float,%9.0g,ANUM,DV: Replicate weight 18 - Responding person population weight,0,0,
arwrp19,float,%9.0g,ANUM,DV: Replicate weight 19 - Responding person population weight,0,0,
arwrp20,float,%9.0g,ANUM,DV: Replicate weight 20 - Responding person population weight,0,0,
arwrp21,float,%9.0g,ANUM,DV: Replicate weight 21 - Responding person population weight,0,0,
arwrp22,float,%9.0g,ANUM,DV: Replicate weight 22 - Responding person population weight,0,0,
arwrp23,float,%9.0g,ANUM,DV: Replicate weight 23 - Responding person population weight,0,0,
arwrp24,float,%9.0g,ANUM,DV: Replicate weight 24 - Responding person population weight,0,0,
arwrp25,float,%9.0g,ANUM,DV: Replicate weight 25 - Responding person population weight,0,0,
arwrp26,float,%9.0g,ANUM,DV: Replicate weight 26 - Responding person population weight,0,0,
arwrp27,float,%9.0g,ANUM,DV: Replicate weight 27 - Responding person population weight,0,0,
arwrp28,float,%9.0g,ANUM,DV: Replicate weight 28 - Responding person population weight,0,0,
arwrp29,float,%9.0g,ANUM,DV: Replicate weight 29 - Responding person population weight,0,0,
arwrp30,float,%9.0g,ANUM,DV: Replicate weight 30 - Responding person population weight,0,0,
arwrp31,float,%9.0g,ANUM,DV: Replicate weight 31 - Responding person population weight,0,0,
arwrp32,float,%9.0g,ANUM,DV: Replicate weight 32 - Responding person population weight,0,0,
arwrp33,float,%9.0g,ANUM,DV: Replicate weight 33 - Responding person population weight,0,0,
arwrp34,float,%9.0g,ANUM,DV: Replicate weight 34 - Responding person population weight,0,0,
arwrp35,float,%9.0g,ANUM,DV: Replicate weight 35 - Responding person population weight,0,0,
arwrp36,float,%9.0g,ANUM,DV: Replicate weight 36 - Responding person population weight,0,0,
arwrp37,float,%9.0g,ANUM,DV: Replicate weight 37 - Responding person population weight,0,0,
arwrp38,float,%9.0g,ANUM,DV: Replicate weight 38 - Responding person population weight,0,0,
arwrp39,float,%9.0g,ANUM,DV: Replicate weight 39 - Responding person population weight,0,0,
arwrp40,float,%9.0g,ANUM,DV: Replicate weight 40 - Responding person population weight,0,0,
arwrp41,float,%9.0g,ANUM,DV: Replicate weight 41 - Responding person population weight,0,0,
arwrp42,float,%9.0g,ANUM,DV: Replicate weight 42 - Responding person population weight,0,0,
arwrp43,float,%9.0g,ANUM,DV: Replicate weight 43 - Responding person population weight,0,0,
arwrp44,float,%9.0g,ANUM,DV: Replicate weight 44 - Responding person population weight,0,0,
arwrp45,float,%9.0g,ANUM,DV: Replicate weight 45 - Responding person population weight,0,0,
ahhwtrps,double,%12.0g,ANUM,DV: Responding person sample weight,0,0,
ahhyng,byte,%30.0g,ANUM,DV: Age of youngest person in household,0,,
ahhold,byte,%30.0g,ANUM,DV: Age of oldest person in household,0,,
afmhsib,byte,%30.0g,AFMHSIB,DV: B7 Ever had any siblings (derived if living with both parents),1,,
afmnsib,byte,%30.0g,ANUM,DV: B8 How many siblings (derived if living with both parents),0,,
afmeldst,byte,%31.0g,AFMELDST,DV: B9 Were you the oldest child (derived if living with both parents),1,,
afmfcob,int,%53.0g,ACOUNTRY,DV: B10a Father's Country of Birth (derived if living with both parents),1,,
afmmcob,int,%53.0g,ACOUNTRY,DV: B10b Mother's Country of Birth (derived if living with both parents),1,,
afmfemp,byte,%51.0g,AFMFEMP,DV: B12 Was father in paid employment when you were 14 (derived if living with b,1,,
afmfocc2,byte,%61.0g,AFMOCC2D,DV: B13abc Father's occupation. 2-digit ASCO 1997 (derived if living with both p,1,,
afmfo62,byte,%61.0g,AFMOC62D,DV: B13abc Father's occupation. 2-digit ANZSCO 2006 (derived if living with both,1,,
afmfuemp,byte,%46.0g,AFMFUEMP,DV: B14 Was father unemployed for 6 months (derived if living with both parents),1,,
afmmemp,byte,%50.0g,AFMMEMP,DV: B15 Was mother in paid employment when you were 14 (derived if living with b,1,,
afmmocc2,byte,%61.0g,AFMOCC2D,DV: B16abc Mother's occupation. 2-digit ASCO 1997 (derived if living with both p,1,,
afmmo62,byte,%61.0g,AFMOC62D,DV: B16abc Mother's occupation. 2-digit ANZSCO 2006 (derived if living with both,1,,
agh1,byte,%30.0g,AGH1F,SCQ:A1 Self-assessed health,1,,
agh2,byte,%40.0g,AGH2F,SCQ:A2 Health compared to one year ago,1,,
agh3a,byte,%30.0g,AGH3F,SCQ:A3a Physical Functioning: Vigorous activities,2,,
agh3b,byte,%30.0g,AGH3F,SCQ:A3b Physical Functioning: Moderate activities,2,,
agh3c,byte,%30.0g,AGH3F,SCQ:A3c Physical Functioning: Lifting or carrying groceries,2,,
agh3d,byte,%30.0g,AGH3F,SCQ:A3d Physical Functioning: Climbing several flights of stairs,2,,
agh3e,byte,%30.0g,AGH3F,SCQ:A3e Physical Functioning: Climbing one flight of stairs,2,,
agh3f,byte,%30.0g,AGH3F,SCQ:A3f Physical Functioning: Bending kneeling or stooping,2,,
